ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
1442,Tree,Naturaleza,Neutro,"Bolívar theater located on Rocafuerte street between Bernardo Valdivieso and Olmedo, is a heritage building whose construction began in the 19th century and concluded at the beginning of the 20th century, in the year 1943",2019-09-03
1442,Street,Transporte,Neutro,"Bolívar theater located on Rocafuerte street between Bernardo Valdivieso and Olmedo, is a heritage building whose construction began in the 19th century and concluded at the beginning of the 20th century, in the year 1943",2019-09-03
1442,Center,Ubicación,Neutro,It is considered the epicenter of the Festival,2019-09-03
1443,Eat,Gastronomía,Positivo,Colonial style theater,2019-10-11
1444,Lugar,Infraestructura,Neutro,It takes you to the past,2021-12-06
1445,Cost,Precio,Neutro,"You go back to previous centuries
No cost",
1446,Lugar,Infraestructura,Positivo,You will take a good experience home,
1447,Lugar,Infraestructura,Neutro,It takes you to a little piece of every place in the world,2019-02-10
1448,Lugar,Infraestructura,Neutro,Tamale Lojano,
1449,Eat,Gastronomía,Positivo,Maybe a little more security would be great,
1449,Security,Seguridad,Positivo,Maybe a little more security would be great,
1450,Lugar,Infraestructura,Positivo,so nice,2024-07-08
1451,Lugar,Infraestructura,Neutro,so pretty,2024-07-08
1452,Green,Naturaleza,Neutro,Its green surroundings,
1453,Lugar,Infraestructura,Neutro,Its trails are a true natural experience,
1454,Landscape,Naturaleza,Neutro,Its landscapes and animals,2024-09-02
1455,Lugar,Infraestructura,Neutro,Your cultural Thursdays!!,
1456,Lugar,Infraestructura,Positivo,Supper good,2020-10-02
1457,Eat,Gastronomía,Neutro,"Super, full games and multi-recreational areas",
1457,Area,Ubicación,Neutro,"Super, full games and multi-recreational areas",
1458,Lugar,Infraestructura,Neutro,Super striking visual,
1459,Lugar,Infraestructura,Neutro,Super quiet and spacious,2020-09-08
1460,Lugar,Infraestructura,Neutro,Super quiet... and.. a place where you disconnect from the routine...,2019-09-09
1461,Lugar,Infraestructura,Neutro,Super place to walk and relax.,
1462,Lugar,Infraestructura,Neutro,Super relaxing,
1463,Lugar,Infraestructura,Neutro,Super relaxed and calm,2021-12-12
1464,Fee,Precio,Neutro,"There are several places to visit and activities to do such as not feeding the ducks, swans, etc",2021-06-04
1465,Lugar,Infraestructura,Neutro,Super for outdoor walks,
1466,Lugar,Infraestructura,Neutro,Super to go with family,2022-10-03
1467,Lugar,Infraestructura,Neutro,Super place in Loja,
1468,Lugar,Infraestructura,Neutro,Super place,
1469,Lugar,Infraestructura,Neutro,I highly recommend them,
1470,Lugar,Infraestructura,Neutro,super cute,2023-12-09
1471,Lugar,Infraestructura,Neutro,super cute,2024-08-01
1472,Lugar,Infraestructura,Neutro,Super cute,
1473,Lugar,Infraestructura,Neutro,Super cute,2019-11-09
1474,Lugar,Infraestructura,Positivo,Super beautiful everyone should visit it,2023-09-09
1475,Hotel,Infraestructura,Positivo,Super beautiful relaxed good presentation of the hotel the best hotel,
1476,Lugar,Infraestructura,Positivo,Super beautiful I love it,
1477,Lugar,Infraestructura,Positivo,Super beautiful at night,
1478,Lugar,Infraestructura,Neutro,Super cool super magical. I really liked going at night everything looks that way for the photos,2020-06-01
1479,Eat,Gastronomía,Positivo,Super great place to enjoy with the family,
1480,Lugar,Infraestructura,Positivo,Super cool very beautiful,
1481,Lugar,Infraestructura,Neutro,super cool,2021-08-10
1482,Lugar,Infraestructura,Neutro,SUPER SPIRITUAL!!!,
1483,Lugar,Infraestructura,Neutro,Super day by relXxxxxx...super day,
1484,Landscape,Naturaleza,Neutro,Super cool takes you to other cultures with its architecture and natural landscapes,
1485,Expensive,Precio,Neutro,"Super cool, recommended excellent plays and not very expensive",2023-02-09
1486,Nature,Naturaleza,Neutro,"Super cool for those who like nature, especially flora",
1487,Lugar,Infraestructura,Neutro,super cool,
1488,Lugar,Infraestructura,Neutro,super cool,
1489,Lugar,Infraestructura,Neutro,super cool,
1490,Lugar,Infraestructura,Neutro,Super cool,
1491,Lugar,Infraestructura,Positivo,Super good,
1492,Lugar,Infraestructura,Positivo,Super good sound,2022-06-12
1493,Lugar,Infraestructura,Positivo,"Super nice, a good place to take photos if you are a tourist, at night it looks better",2022-01-01
1494,Lugar,Infraestructura,Neutro,Super cute!!!,2022-01-02
1495,Lugar,Infraestructura,Positivo,Super nice to walk,2021-12-03
1496,View,Naturaleza,Positivo,"Super nice, excellent view of the city of Loja",2023-08-11
1496,City,Ubicación,Positivo,"Super nice, excellent view of the city of Loja",2023-08-11
1497,People,Atención,Positivo,"Super nice, quiet place, the kindness of the people, excellent  you can visit this beautiful place without any problem",
1498,View,Naturaleza,Positivo,"Super nice parpue, good views, highly recommended",
1499,Lugar,Infraestructura,Positivo,super nice,2022-02-11
1500,Lugar,Infraestructura,Positivo,super nice,2024-02-04
1501,Lugar,Infraestructura,Neutro,Super cute,2019-05-09
1502,Lugar,Infraestructura,Positivo,very beautiful,2020-07-01
1503,Lugar,Infraestructura,Positivo,Super good space to go with the family on the weekend,2023-09-10
1504,Lugar,Infraestructura,Neutro,Super Well maintained and with large spaces to walk,
1505,Lugar,Infraestructura,Positivo,Super good,
1506,Park,Naturaleza,Positivo,Super beautiful place Jipiro park,
1507,Lugar,Infraestructura,Positivo,Super beautiful ❤️ looks like something out of a movie,2022-10-11
1508,Safe,Seguridad,Positivo,It would be ideal if it were more illuminated and safe at night,
1509,Lugar,Infraestructura,Neutro,Super...for photography,
1510,Lugar,Infraestructura,Neutro,Super,2022-05-01
1511,Lugar,Infraestructura,Neutro,Super,2021-07-07
1512,Eat,Gastronomía,Positivo,Great historical site,2019-04-04
1512,Rio,Naturaleza,Positivo,Various concerts or events usually take place,2019-04-04
1513,Dirty,Infraestructura,Negativo,Dirty,
1514,Dirty,Infraestructura,Negativo,Dirty,
1515,Dirty,Infraestructura,Negativo,Dirty,
1516,Lugar,Infraestructura,Neutro,Go up to km 5 and then begin the walk on the trails with a high number of birds to observe.,2018-03-02
1517,Lugar,Infraestructura,Positivo,Riding a bike is a good idea,
1518,Advisable,Seguridad,Negativo,It is also advisable to reach the top when there is not much wind,
1519,Lugar,Infraestructura,Neutro,"Climbing Mandango, the Indian's nose",
1520,Lugar,Infraestructura,Neutro,Its tranquility and its biodiversity,
1521,Lugar,Infraestructura,Neutro,Your peace of mind,
1522,Food,Gastronomía,Positivo,"Its park, its gardens, its cleanliness, especially the food establishments that are around it",2020-04-11
1522,Clean,Infraestructura,Positivo,"Its park, its gardens, its cleanliness, especially the food establishments that are around it",2020-04-11
1522,Park,Naturaleza,Positivo,"Its park, its gardens, its cleanliness, especially the food establishments that are around it",2020-04-11
1523,Restaurant,Gastronomía,Neutro,"You can observe the flora, fauna and architecture of various civilizations, a perfect place to enjoy with the family with a lagoon, swans, ducks, boats, bars, restaurants, fields and spaces for camping",2021-10-12
1523,Rio,Naturaleza,Neutro,"You can observe the flora, fauna and architecture of various civilizations, a perfect place to enjoy with the family with a lagoon, swans, ducks, boats, bars, restaurants, fields and spaces for camping",2021-10-12
1523,Area,Ubicación,Neutro,"It has an area of ​​10 hectares, and is surrounded by the Zamora rivers",2021-10-12
1524,Lugar,Infraestructura,Neutro,His monument,2019-01-05
1525,Lugar,Infraestructura,Neutro,Its cultural infrastructure,2019-04-09
1526,Lugar,Infraestructura,Neutro,Your current infrastructure,2020-06-03
1527,Lugar,Infraestructura,Neutro,Its church... And its surroundings...,
1528,Lugar,Infraestructura,Neutro,"Its church, colonial architecture, Independence Tower, cool",2017-08-12
1529,Lugar,Infraestructura,Neutro,Your church represents that place of peace,
1530,Lugar,Infraestructura,Neutro,His story is impressive...,
1531,People,Atención,Positivo,Its people are very cultured and the place is beautiful,2016-10-09
1532,Lugar,Infraestructura,Neutro,Its biodiversity,
1533,City,Ubicación,Neutro,"Its architecture, its ornamentation that makes a magical place highlighting the Castilian City of Ecuador",2021-12-01
1534,Tree,Naturaleza,Neutro,"Its traditional architecture, leafy trees, clock monument, church and market make it a welcoming place",
1535,Lugar,Infraestructura,Neutro,"Its architecture has a lot to talk about, it is very visited and being the second church in Ecuador",
1536,Eat,Gastronomía,Neutro,Its modern architecture and location make the Benjamín Carrión Theater an important cultural space,
1536,Location,Ubicación,Neutro,Its modern architecture and location make the Benjamín Carrión Theater an important cultural space,
1537,Lugar,Infraestructura,Neutro,Its architecture is incredible,2024-04-05
1538,Lugar,Infraestructura,Neutro,YOUR Architecture,
1539,Lugar,Infraestructura,Positivo,Its environment is beautiful,
1540,Lugar,Infraestructura,Neutro,Its environment is the best,
1541,Lugar,Infraestructura,Neutro,Your environment,
1542,Lugar,Infraestructura,Neutro,Its lagoon and at night the lighting looks spectacular,2019-03-08
1543,Lugar,Infraestructura,Neutro,Super cute imitations of countries,
1544,Lugar,Infraestructura,Positivo,I am from Cuenca and I was passing by here and my granddaughter wanted to stay here for a while so w,
1545,Security,Seguridad,Neutro,"SORACOM ARMORED EQUIPMENT LOJA BRANCH
manufacturers of Armored equipment for the security of financial entities, companies and homes",2023-11-09
1546,Lugar,Infraestructura,Neutro,They are in the places where I have traveled...,
1547,Park,Naturaleza,Positivo,"It is 8 km from the entrance to the parking or camping area, a very nice place, you have to go up and up",
1547,Parking,Transporte,Positivo,"It is 8 km from the entrance to the parking or camping area, a very nice place, you have to go up and up",
1547,Area,Ubicación,Positivo,"It is 8 km from the entrance to the parking or camping area, a very nice place, you have to go up and up",
1548,Park,Naturaleza,Negativo,"Only thieves, nothing else in that park",
1549,Bench,Infraestructura,Neutro,They just need more benches to sit on,
1550,Lugar,Infraestructura,Neutro,"It's just for resting, the girls who stop there don't make the place familiar.",
1551,Lugar,Infraestructura,Neutro,I only like the Tamale Lojano in this place.,
1552,Lugar,Infraestructura,Neutro,only during the day,
1553,Lugar,Infraestructura,Neutro,Just art,
1554,People,Atención,Negativo,Only people with bad backgrounds walk around,
1555,Danger,Seguridad,Negativo,It used to be a fun park but it has become dangerous and neglected,
1555,Park,Naturaleza,Negativo,It used to be a fun park but it has become dangerous and neglected,
1556,Lugar,Infraestructura,Neutro,furrow,
1557,Fee,Precio,Neutro,"Overrated, the truth is that it has nothing relevant, nothing more than two coffees and an art gallery record, but the truth is if you are far away I do not recommend going because it is not worth taking two, three, photos at all, but it is close pass by",
1557,Far,Ubicación,Neutro,"Overrated, the truth is that it has nothing relevant, nothing more than two coffees and an art gallery record, but the truth is if you are far away I do not recommend going because it is not worth taking two, three, photos at all, but it is close pass by",
1558,Room,Infraestructura,Neutro,Inside there is a small museum or temporary exhibition room and a cafe,
1558,River,Naturaleza,Neutro,"Located at the intersection of the two rivers of Loja, this allegorical structure stands, foreign to local architecture and society, but which unfortunately has become the postcard of the city",
1558,City,Ubicación,Neutro,"Located at the intersection of the two rivers of Loja, this allegorical structure stands, foreign to local architecture and society, but which unfortunately has become the postcard of the city",
1559,Safe,Seguridad,Positivo,Very safe during the day,
1560,Lugar,Infraestructura,Positivo,"Tourist site, nice for photo taking, sculptural monument",2019-05-03
1561,Safe,Seguridad,Positivo,Safe tourist site during the day,
1562,Safe,Seguridad,Positivo,"It is safe even at night, there are always guards and it is illuminated",
1562,People,Atención,Positivo,"To visit it, preferably go during the week so that it is not crowded with people",
1562,Park,Naturaleza,Positivo,"Tourist site in Loja, it is a theme park",
1562,Area,Ubicación,Positivo,There are areas where maintenance is lacking,
1563,Lugar,Infraestructura,Neutro,Tourist site,
1564,Lugar,Infraestructura,Neutro,tourist site,
1565,Lugar,Infraestructura,Neutro,Quiet and comforting place,
1566,Bus,Transporte,Neutro,Quiet and busy place,
1567,Lugar,Infraestructura,Neutro,Quiet and cozy place,
1568,Lugar,Infraestructura,Neutro,Traditional Loja site with a lot of tradition.,
1569,Rio,Naturaleza,Neutro,"Typical site of the city of Loja, where cultural Thursdays and various events are held when there are holidays",2017-12-06
1569,City,Ubicación,Neutro,"Typical site of the city of Loja, where cultural Thursdays and various events are held when there are holidays",2017-12-06
1570,Admission,Precio,Positivo,Admission costs 0,
1570,Park,Naturaleza,Positivo,The parking lot is large,
1570,Parking,Transporte,Positivo,The parking lot is large,
1570,Area,Ubicación,Positivo,"There is a rest area where you can have a picnic, and the plants are marked and grouped",
1571,Lugar,Infraestructura,Neutro,Recommended site,
1572,City,Ubicación,Neutro,Public site in the city of Loja,
1573,Service,Atención,Neutro,"large green spaces, sanitary battery service",2023-07-03
1573,Green,Naturaleza,Neutro,"large green spaces, sanitary battery service",2023-07-03
1573,City,Ubicación,Neutro,Public site of the city of Loja,2023-07-03
1574,People,Atención,Neutro,"Privileged site in the historic center of our city, surrounded by relevant places and with a lot of history of Loja and its people",2024-11-06
1574,Center,Ubicación,Neutro,"Privileged site in the historic center of our city, surrounded by relevant places and with a lot of history of Loja and its people",2024-11-06
1575,Lugar,Infraestructura,Neutro,Place to visit,
1576,Lugar,Infraestructura,Neutro,Place to buy but only when there are Fairs,2023-11-12
1577,Clean,Infraestructura,Positivo,"Very clean and tidy place, one more place to visit, for those who visit Loja",
1578,Lugar,Infraestructura,Neutro,Very commercial site,
1579,Eat,Gastronomía,Positivo,"Finally, you can buy something to eat while you take a walk enjoying the wonderful views, a place of 10",2020-08-09
1579,View,Naturaleza,Positivo,"Finally, you can buy something to eat while you take a walk enjoying the wonderful views, a place of 10",2020-08-09
1580,Lugar,Infraestructura,Neutro,Ideal place to go with the family.,2021-04-11
1581,City,Ubicación,Neutro,Historical site located at the Gate of the city of Loja,
1582,City,Ubicación,Neutro,Historical site of our city of Loja,2018-01-11
1583,Park,Naturaleza,Positivo,"beautiful park, where the artist from Loja has the opportunity to demonstrate his talent",
1584,Lugar,Infraestructura,Neutro,Loja historic site,2019-09-02
1585,City,Ubicación,Neutro,Historical site of the city,2019-12-08
1586,Lugar,Infraestructura,Neutro,historic site,2017-11-01
1587,Safe,Seguridad,Positivo,Family and safe place,
1588,Danger,Seguridad,Negativo,"Spectacular place, the only drawback is that they did not explain to us that that day it was dangerous to do the route and we were caught by the fog, rain, wind",
1589,Lugar,Infraestructura,Neutro,Loja emblematic site,
1590,Lugar,Infraestructura,Neutro,Site to visit to learn part of the history of Loja.,2024-04-10
1591,Lugar,Infraestructura,Positivo,"Prayer site, beautiful Baroque and contemporary facilities - modern, very comfortable, very beautifu",2019-03-11
1592,Lugar,Infraestructura,Neutro,Site of tourist interest,
1593,Lugar,Infraestructura,Neutro,Family fun place,
1594,View,Naturaleza,Neutro,"Site with a spectacular view, I invite you to visit the wind farm in the city of Loja",
1594,Far,Ubicación,Neutro,"Site with a spectacular view, I invite you to visit the wind farm in the city of Loja",
1595,Lugar,Infraestructura,Neutro,Large place where cultural shows are held every Thursday.,
1596,Lugar,Infraestructura,Neutro,"Cozy, quiet place",2023-05-04
1597,Lugar,Infraestructura,Neutro,cozy place,
1598,Nature,Naturaleza,Positivo,"Without words, excellent for walking and seeing nature, a must visit to get to know Ecuador",
1599,Lugar,Infraestructura,Neutro,No news,
1600,Park,Naturaleza,Positivo,Without a doubt one of the best parks I have visited,
1601,Lugar,Infraestructura,Neutro,Without a doubt one of the places where you can relax and go in the company of family and friends.,
1602,Lugar,Infraestructura,Neutro,Without a doubt a place to meet God again,
1603,Lugar,Infraestructura,Neutro,"Without a doubt the best of Loja, a large square to spend a pleasant time, even more so if it is cul",
1604,Lugar,Infraestructura,Neutro,"Without a doubt, with a varied architecture full of attractions for any time of the day",
1605,Lugar,Infraestructura,Positivo,Without a doubt a beautiful experience...I won't change my store for anything,
1606,Lugar,Infraestructura,Positivo,Simply beautiful.,
1607,Fee,Precio,Positivo,The risk is worth it as you feel peace within this unique place,
1607,Park,Naturaleza,Positivo,"Simply beautiful, there is a problem and it is about parking, there are not enough spaces so it is necessary to leave the car around the central park",
1607,Parking,Transporte,Positivo,"Simply beautiful, there is a problem and it is about parking, there are not enough spaces so it is necessary to leave the car around the central park",
1607,Central,Ubicación,Positivo,"Simply beautiful, there is a problem and it is about parking, there are not enough spaces so it is necessary to leave the car around the central park",
1608,Lugar,Infraestructura,Positivo,Simply beautiful ❤,2019-05-08
1609,Lugar,Infraestructura,Positivo,simply beautiful,
1610,Friendly,Atención,Positivo,Friendly,
1611,People,Atención,Neutro,"Nice, they should take care of the drunk people and the bad women who are there look bad",2019-09-08
1612,Lugar,Infraestructura,Neutro,Simon Volibar,
1613,Lugar,Infraestructura,Neutro,Symbol of lojanity,
1614,City,Ubicación,Neutro,Symbol of the city of Loja,
1615,Food,Gastronomía,Neutro,Near the park there are traditional places to enjoy food,2017-12-12
1615,Park,Naturaleza,Neutro,"Symbolic park in the center of the city, at noon many students, at the end of their morning classes, go to this park to spend moments of healthy leisure before returning to their homes",2017-12-12
1615,Calle,Transporte,Neutro,"quickly and at the same time you can shop in the central part of the city, very close there are ATMs and a very short distance away is the emblematic General Isidro Ayora hospital, and what was previously called Hospital San Juan de Dios is today the Teatros / Centros Culturales of the lojanity",2017-12-12
1615,Centro,Ubicación,Neutro,"quickly and at the same time you can shop in the central part of the city, very close there are ATMs and a very short distance away is the emblematic General Isidro Ayora hospital, and what was previously called Hospital San Juan de Dios is today the Teatros / Centros Culturales of the lojanity",2017-12-12
1616,Lugar,Infraestructura,Neutro,symbolic monument,
1617,Safe,Seguridad,Positivo,but as night falls it seems unsafe,
1617,Park,Naturaleza,Positivo,It is still a beautiful park,
1618,Park,Naturaleza,Neutro,It is still the best park in the city to enjoy with the family,2021-03-04
1618,City,Ubicación,Neutro,It is still the best park in the city to enjoy with the family,2021-03-04
1619,Clean,Infraestructura,Positivo,Keep up the good work of maintaining cleanliness and order,
1620,Worth,Precio,Positivo,It's always worth coming back,2023-02-09
1621,Lugar,Infraestructura,Positivo,Always a nice place to visit and entertain the family or I just like to visit it,
1622,Eat,Gastronomía,Positivo,There is always something new to see and the activities are great every weekend,
1623,Park,Naturaleza,Positivo,I will always have beautiful memories  a very nice park full of games for children and an exercise area for adults,
1623,Area,Ubicación,Positivo,I will always have beautiful memories  a very nice park full of games for children and an exercise area for adults,
1624,Rio,Naturaleza,Neutro,"There are always art exhibitions and I am quite interested, apart from the fact that there is various information about the history of our city",
1624,City,Ubicación,Neutro,"There are always art exhibitions and I am quite interested, apart from the fact that there is various information about the history of our city",
1625,Lugar,Infraestructura,Neutro,San Chabaco is always the best,
1626,Lugar,Infraestructura,Positivo,"Natural is always beautiful, unfortunately a lot of wasted space... Despite having a lot of human an",
1627,Lugar,Infraestructura,Neutro,always cute,2021-06-09
1628,Lugar,Infraestructura,Neutro,Always impressive,2020-07-02
1629,Park,Naturaleza,Positivo,It is always nice to visit this beautiful park,
1630,Lugar,Infraestructura,Positivo,Always good. Of everything,
1631,Lugar,Infraestructura,Neutro,Always,2023-09-10
1632,Cost,Precio,Neutro,"There are always new art samples, easy access, and their exhibitions rarely have a cost",
1633,Lugar,Infraestructura,Neutro,"If you come to Loja you have to come see it, spectacular",
1634,Lugar,Infraestructura,Neutro,"If you go to Loja, this is a place that you should not miss, a playground for family fun.",
1635,Safe,Seguridad,Positivo,"It is also very safe with ample space to walk and visit its different spaces, you will be able to see paintings",2022-04-11
1635,Free,Precio,Positivo,"If you go to sandpaper you should visit the Museos, free entry, you will find very friendly attention and you will be able to see part of the history of Loja",2022-04-11
1635,Friendly,Atención,Positivo,"If you go to sandpaper you should visit the Museos, free entry, you will find very friendly attention and you will be able to see part of the history of Loja",2022-04-11
1636,Lugar,Infraestructura,Neutro,"If you go up to the Castle you see half of Loja and it is a very attractive place for newlyweds, sin",
1637,Lugar,Infraestructura,Neutro,"If you want to experience the biodiversity of the southern regions of Ecuador, this is the place.",
1638,Lugar,Infraestructura,Neutro,"If you want a connection with God, this is the place.",
1639,Danger,Seguridad,Negativo,"Yes, it has changed, don't neglect it, dangerous characters",
1640,Security,Seguridad,Neutro,Yes but I think its security is very low,2021-11-01
1641,Eat,Gastronomía,Positivo,"Excellent family recreation place, several children's games, lagoon with ducks",
1641,Clean,Infraestructura,Positivo,Very preserved and clean,
1641,Park,Naturaleza,Positivo,"If you are not from the city of Loja, this park will surprise you",
1641,City,Ubicación,Positivo,"If you are not from the city of Loja, this park will surprise you",
1642,Lugar,Infraestructura,Neutro,"If you don't know Loja, you don't know my country.",2017-06-12
1643,Lugar,Infraestructura,Neutro,If you don't know Loja you don't know my country,
1644,City,Ubicación,Neutro,If you don't know Loja you don't know my city,
1645,Lugar,Infraestructura,Neutro,If you don't know Loja you don't know Ecuador,2023-07-12
1646,Center,Ubicación,Positivo,"If you need a good place to pray and reflect, the church of Santo Domingo is a very good option for you, it is very close to the center of Loja and its architecture is really very interesting, if you give yourself the opportunity to go you will be able to observe it in detail",
1647,Lugar,Infraestructura,Positivo,Yes I love it,2016-05-08
1648,Bench,Infraestructura,Positivo,Yes nice park where there are benches and trees you can enjoy the passing of the people and the sun ☀ in the center of the park is the liberator simón bolivar that is the reason it has the name simón bolivar park beautiful city,2020-09-02
1648,People,Atención,Positivo,Yes nice park where there are benches and trees you can enjoy the passing of the people and the sun ☀ in the center of the park is the liberator simón bolivar that is the reason it has the name simón bolivar park beautiful city,2020-09-02
1648,Park,Naturaleza,Positivo,Yes nice park where there are benches and trees you can enjoy the passing of the people and the sun ☀ in the center of the park is the liberator simón bolivar that is the reason it has the name simón bolivar park beautiful city,2020-09-02
1648,Center,Ubicación,Positivo,Yes nice park where there are benches and trees you can enjoy the passing of the people and the sun ☀ in the center of the park is the liberator simón bolivar that is the reason it has the name simón bolivar park beautiful city,2020-09-02
1649,Nature,Naturaleza,Positivo,"If you like sports or spending time with your family enjoying the charms of nature, do not hesitate to visit this beautiful place",2023-02-06
1650,Lugar,Infraestructura,Neutro,"If you are in Loja, do not hesitate to visit it.",
1651,Lugar,Infraestructura,Neutro,Yes that's fine,
1652,Park,Naturaleza,Neutro,If it is the bplivar park,
1653,Lugar,Infraestructura,Positivo,Yes it is nice,
1654,Eat,Gastronomía,Positivo,"If you are a nature lover you cannot miss visiting this beautiful place, a great variety of plants very well organized and good information",2018-02-10
1654,Nature,Naturaleza,Positivo,"If you are a nature lover you cannot miss visiting this beautiful place, a great variety of plants very well organized and good information",2018-02-10
1655,Attention,Atención,Neutro,"It is a place without identity or attachment to the culture of Loja, but it may catch your attention",
1655,Central,Ubicación,Neutro,"I recommend going to the museums: concepts, central bank, music, historical archive",
1656,Eat,Gastronomía,Positivo,"The wind here is serious, a great place in Loja",
1656,Worth,Precio,Positivo,"(The winding and bumpy access is worth it, so wear warm clothes)",
1656,Attention,Atención,Positivo,"If it catches your attention from afar, standing near each structure leaves you speechless",
1656,Rio,Naturaleza,Positivo,"The wind here is serious, a great place in Loja",
1656,Near,Ubicación,Positivo,"If it catches your attention from afar, standing near each structure leaves you speechless",
1657,Lugar,Infraestructura,Neutro,If there is prudence in this place to be able to walk through this place,
1658,Nature,Naturaleza,Positivo,"If you love nature, this park is ideal",2019-09-10
1659,Eat,Gastronomía,Positivo,Toymaker's show was great,2022-07-01
1660,Service,Atención,Neutro,"Taxi and insurance service, with new units",
1660,Taxi,Transporte,Neutro,"Taxi and insurance service, with new units",
1661,People,Atención,Neutro,It is abandoned full of drunks and undesirable people,2024-03-11
1662,Nature,Naturaleza,Positivo,Suitable trails to exercise or enjoy a good walk in the company of nature,2017-09-12
1663,River,Naturaleza,Neutro,Small trail with a natural variety that contrasts in perfect harmony with the waters of the river,
1664,View,Naturaleza,Neutro,"Trail for hiking, sports fields, bridges with viewpoints to the river and the park, games for children",2023-12-11
1665,Eat,Gastronomía,Neutro,Wonderful trail to do sports and breathe fresh air,2018-06-08
1666,Taxi,Transporte,Positivo,Hire a van or taxi if you do not have a good physical level to return to the entrance,2017-12-02
1667,Lugar,Infraestructura,Neutro,"Simple. How to pass, go up and say... ok, come over here",
1668,Lugar,Infraestructura,Neutro,Simple but pretty. Nothing spectacular.,
1669,Clean,Infraestructura,Positivo,"Very clean, amazing city",
1669,City,Ubicación,Positivo,"Very clean, amazing city",
1670,Free,Precio,Positivo,"Simply beautiful, a natural site, in which it is about conserving nature and its splendor, free from the interference of human beings, tourism must generate enough resources to maintain these areas",2020-01-01
1670,Nature,Naturaleza,Positivo,"Simply beautiful, a natural site, in which it is about conserving nature and its splendor, free from the interference of human beings, tourism must generate enough resources to maintain these areas",2020-01-01
1670,Area,Ubicación,Positivo,"Simply beautiful, a natural site, in which it is about conserving nature and its splendor, free from the interference of human beings, tourism must generate enough resources to maintain these areas",2020-01-01
1671,Lugar,Infraestructura,Positivo,Simply beautiful and peaceful,2023-04-07
1672,Lugar,Infraestructura,Neutro,He looks very pretty,
1673,Safe,Seguridad,Positivo,"Safe, warm, tidy and very clean",2023-09-11
1673,Clean,Infraestructura,Positivo,"Safe, warm, tidy and very clean",2023-09-11
1674,Safe,Seguridad,Positivo,"Safe, hygienic and excellent place",2019-06-08
1675,Safe,Seguridad,Positivo,Safe and tidy,
1676,Safe,Seguridad,Positivo,Safe for walking and chatting during daylight hours,2024-03-05
1677,Safe,Seguridad,Positivo,Safe to enjoy with the family,
1678,Lugar,Infraestructura,Neutro,Sure,2022-06-10
1679,Lugar,Infraestructura,Neutro,Sure,
1680,Lugar,Infraestructura,Neutro,Sure,2019-03-11
1681,Lugar,Infraestructura,Neutro,Sure,
1682,Security,Seguridad,Neutro,24/7 police security inside the park,2018-09-08
1682,Park,Naturaleza,Neutro,24/7 police security inside the park,2018-09-08
1683,Safe,Seguridad,Positivo,Safety for family walks,2019-10-10
1684,Security,Seguridad,Neutro,Citizen security,2017-04-09
1685,Security,Seguridad,Neutro,Citizen security,
1686,Safe,Seguridad,Positivo,Safety when driving,
1687,Lugar,Infraestructura,Neutro,Second House of Our Lady and Swan Queen,2019-09-09
1688,Lugar,Infraestructura,Neutro,Headquarters of the Loja Symphony Orchestra,2021-05-01
1689,Tree,Naturaleza,Positivo,"Very commercial sector in the surrounding streets, good tourist experience",2024-02-11
1689,Street,Transporte,Positivo,"Very commercial sector in the surrounding streets, good tourist experience",2024-02-11
1690,City,Ubicación,Neutro,"Sector where the church of the same name is located, which is a tourist spot in this city",
1691,Eat,Gastronomía,Positivo,YOU LIVE A GREAT EXPERIENCE,
1692,City,Ubicación,Positivo,The city looks beautiful,
1693,Lugar,Infraestructura,Neutro,It looks spectacular when it's night,
1694,Center,Ubicación,Neutro,It is located in the center of the city to rest and de-stress,
1695,Eat,Gastronomía,Positivo,"It also has a great reception in its infrastructure thanks to its coarse and elegant platform, in the same way it houses a capacity for so many spectators and has the municipal Library in operation among other related offices",
1695,City,Ubicación,Positivo,"It also has a great reception in its infrastructure thanks to its coarse and elegant platform, in the same way it houses a capacity for so many spectators and has the municipal Library in operation among other related offices",
1696,Danger,Seguridad,Negativo,It becomes dangerous at night,
1697,Fee,Precio,Positivo,"It feels very peaceful, very nice",
1698,Eat,Gastronomía,Positivo,"You can breathe an air of tranquility and religiosity, a very good place to visit in Loja",2019-06-02
1699,Eat,Gastronomía,Positivo,You breathe free air but taking into account Biosecurity,
1699,Security,Seguridad,Positivo,You breathe free air but taking into account Biosecurity,
1699,Free,Precio,Positivo,You breathe free air but taking into account Biosecurity,
1700,Lugar,Infraestructura,Neutro,It is recommended to visit before 6 p.m.,
1701,Lugar,Infraestructura,Neutro,"You can take photos, there are colonial-style houses around it.",
1702,Lugar,Infraestructura,Positivo,"You can see crafts, plants, crafts and other beautiful things to acquire and support entrepreneurs.",
1703,Lugar,Infraestructura,Neutro,Can you visit during COVID,2020-02-11
1704,Lugar,Infraestructura,Neutro,You can walk comfortably with all your family and friends.,2021-12-01
1705,Rio,Naturaleza,Neutro,You can observe various types of cultures from Ecuador and the world,
1706,Lugar,Infraestructura,Neutro,You can be very careful...,
1707,Lugar,Infraestructura,Neutro,You can appreciate part of the Loja culture,2017-07-04
1708,Location,Ubicación,Positivo,Good location,2019-07-11
1709,Eat,Gastronomía,Positivo,Very good works are presented in this theater,2018-12-06
