ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
266,Could leave us with a pleasant impression that we are in an era of great changes,Gastronomía,Positivo,"A drop of energy excellence to feed the state interconnected system, a battle between David and Goliath...

This energy park allows us to enjoy beautiful views of the city, but most importantly; could leave us with a pleasant impression that we are in an era of great changes...

What difference does it make, to follow the good example...",2020-11-17
270,A very good sensory experience with large green areas,Naturaleza,Positivo,"A very good sensory experience with large green areas, children's games, sports fields and different recreation areas. The only thing missing is a place to do calisthenics...",2019-11-25
270,Children's games,Infraestructura,Neutro,"A very good sensory experience with large green areas, children's games, sports fields and different recreation areas. The only thing missing is a place to do calisthenics...",2019-11-25
270,Sports fields and different recreation areas,Gastronomía,Neutro,"A very good sensory experience with large green areas, children's games, sports fields and different recreation areas. The only thing missing is a place to do calisthenics...",2019-11-25
270,The only thing missing is a place to do calisthenics,Infraestructura,Neutro,"A very good sensory experience with large green areas, children's games, sports fields and different recreation areas. The only thing missing is a place to do calisthenics...",2019-11-25
272,Very good clean park,Infraestructura,Positivo,"A very pleasant experience, very good clean park, the vegetation a little neglected but a good place to go out and have fun",2023-05-26
272,The vegetation a little neglected but a good place to go out and have fun,Infraestructura,Positivo,"A very pleasant experience, very good clean park, the vegetation a little neglected but a good place to go out and have fun",2023-05-26
275,An incredible experience to experience in this place at the loja international festival of living arts,Infraestructura,Neutro,An incredible experience to experience in this place at the Loja International Festival of Living Arts,2023-12-12
276,A great experience,Gastronomía,Positivo,A great experience,2024-06-04
277,A great experience,Gastronomía,Positivo,A great experience,2024-09-14
278,Visiting it will be a great adventure,Gastronomía,Positivo,"An almost magical experience ☺️ since it has a little bit of everything, just leave it to your imagination, visiting it will be a great adventure.",2022-01-25
279,An environmental and adventure experience in all its splendor,Naturaleza,Neutro,An environmental and adventure experience in all its splendor,2018-07-08
281,An excellent place to relax and get rid of stress,Infraestructura,Positivo,"an excellent place to relax and get rid of stress, very nice place",2022-07-03
281,Very nice place,Infraestructura,Positivo,"an excellent place to relax and get rid of stress, very nice place",2022-07-03
282,An excellent option for the family in general since it is a very interactive park for both children and adults,Naturaleza,Positivo,An excellent option for the family in general since it is a very interactive park for both children and adults.,2019-09-01
284,An excellent hike,Naturaleza,Positivo,An excellent hike,2018-03-17
285,A very beautiful architectural structure,Infraestructura,Positivo,A very beautiful architectural structure... I don't know if it has any other function besides contributing to the ornamentation of the city but it looks great... Highly recommended to go under it when you arrive in Loja... It is part of the welcome that the city gives .,2021-09-11
285,I don't know if it has any other function besides contributing to the ornamentation of the city but it looks great,Gastronomía,Positivo,A very beautiful architectural structure... I don't know if it has any other function besides contributing to the ornamentation of the city but it looks great... Highly recommended to go under it when you arrive in Loja... It is part of the welcome that the city gives .,2021-09-11
285,Highly recommended to go under it when you arrive in loja,Transporte,Neutro,A very beautiful architectural structure... I don't know if it has any other function besides contributing to the ornamentation of the city but it looks great... Highly recommended to go under it when you arrive in Loja... It is part of the welcome that the city gives .,2021-09-11
285,Part of the welcome that the city gives,Atención,Neutro,A very beautiful architectural structure... I don't know if it has any other function besides contributing to the ornamentation of the city but it looks great... Highly recommended to go under it when you arrive in Loja... It is part of the welcome that the city gives .,2021-09-11
286,An excellent entrance to the beautiful city of loja,Precio,Positivo,"An excellent entrance to the beautiful city of Loja. ""The city gate""",2022-03-03
286,"The city gate""",Ubicación,Neutro,"An excellent entrance to the beautiful city of Loja. ""The city gate""",2022-03-03
288,One of our most representative and oldest in the city,Ubicación,Neutro,One of our most representative and oldest in the city,2022-12-17
291,With its old houses that are restaurants and cafes,Gastronomía,Neutro,"One of the most beautiful squares in Loja, with its old houses that are restaurants and cafes, its Church that is worth seeing inside and its food market. There are usually various cultural events in this square.",2023-10-28
291,Its church that is worth seeing inside and its food market,Gastronomía,Positivo,"One of the most beautiful squares in Loja, with its old houses that are restaurants and cafes, its Church that is worth seeing inside and its food market. There are usually various cultural events in this square.",2023-10-28
291,There are usually various cultural events in this square,Naturaleza,Neutro,"One of the most beautiful squares in Loja, with its old houses that are restaurants and cafes, its Church that is worth seeing inside and its food market. There are usually various cultural events in this square.",2023-10-28
292,One of the oldest and most emblematic squares in the city,Ubicación,Neutro,"One of the oldest and most emblematic squares in the city. It is surrounded by banks, schools and different businesses and public institutions. Fairs for small producers, micro-entrepreneurs and artisans are frequently organized in the surrounding area.",2018-03-23
292,Schools and different businesses and public institutions,Transporte,Neutro,"One of the oldest and most emblematic squares in the city. It is surrounded by banks, schools and different businesses and public institutions. Fairs for small producers, micro-entrepreneurs and artisans are frequently organized in the surrounding area.",2018-03-23
292,Fairs for small producers,Naturaleza,Neutro,"One of the oldest and most emblematic squares in the city. It is surrounded by banks, schools and different businesses and public institutions. Fairs for small producers, micro-entrepreneurs and artisans are frequently organized in the surrounding area.",2018-03-23
292,Micro-entrepreneurs and artisans are frequently organized in the surrounding area,Ubicación,Neutro,"One of the oldest and most emblematic squares in the city. It is surrounded by banks, schools and different businesses and public institutions. Fairs for small producers, micro-entrepreneurs and artisans are frequently organized in the surrounding area.",2018-03-23
293,One of the oldest squares in loja and part of the heart of the city of loja,Ubicación,Neutro,One of the oldest squares in Loja and part of the heart of the city of Loja.,2019-07-10
294,One of the best views of loja,Naturaleza,Positivo,One of the best views of Loja,2022-06-23
297,It's a shame that some people don't know how to care for and value it,Precio,Neutro,One of the art jewels of Loja...classic in its beautiful architecture and very well maintained...it's a shame that some people don't know how to care for and value it...,2019-04-25
298,One of the main churches of the city of loja,Ubicación,Neutro,"One of the main churches of the city of Loja, which is characterized by its art in religious sculptures and its structure.",2020-03-07
298,Which is characterized by its art in religious sculptures and its structure,Infraestructura,Neutro,"One of the main churches of the city of Loja, which is characterized by its art in religious sculptures and its structure.",2020-03-07
300,A place that must be visited when you arrive in loja,Infraestructura,Neutro,"One of the most traditional churches in Loja, very unique in its architecture, it is well preserved and together with the traditional plaza of the valley, very visited by locals and strangers, a place that must be visited when you arrive in Loja.",2019-03-14
301,With very nice finishes and in the center of the city,Ubicación,Positivo,"One of the most beautiful churches in Loja, with very nice finishes and in the center of the city",2019-08-11
303,One of the churches in the center of loja,Ubicación,Neutro,One of the churches in the center of Loja,2017-06-06
304,Religious city and cradle of artists,Ubicación,Neutro,One of the Churches that Loja has - Ecuador. Religious city and cradle of Artists. A very good place to visit. It is located 100 meters from the Central Church of Loja called the Cathedral,2017-01-28
304,A very good place to visit,Infraestructura,Positivo,One of the Churches that Loja has - Ecuador. Religious city and cradle of Artists. A very good place to visit. It is located 100 meters from the Central Church of Loja called the Cathedral,2017-01-28
304,Located 100 meters from the central church of loja called the cathedral,Transporte,Neutro,One of the Churches that Loja has - Ecuador. Religious city and cradle of Artists. A very good place to visit. It is located 100 meters from the Central Church of Loja called the Cathedral,2017-01-28
306,One of the cleanest,Infraestructura,Positivo,"One of the cleanest, cultural and exceptional cities in Ecuador",2022-02-20
308,A creation that only god can make,Gastronomía,Neutro,A creation that only God can make,2020-12-27
309,A unique construction where you can find the history of this beautiful city,Ubicación,Positivo,A unique construction where you can find the history of this beautiful city. Where you can meet the much loved Churonita.,2024-10-06
310,A beautiful entrepreneurial city,Ubicación,Positivo,A beautiful entrepreneurial city,2019-06-16
315,A good view,Naturaleza,Positivo,A good view,2023-12-31
316,A nice section of street with lots of shops,Naturaleza,Positivo,"A nice section of street with lots of shops, although most were closed when we visited.

A pretty section of the street with lots of shops, although most were closed when we visited.",2024-08-20
316,A pretty section of the street with lots of shops,Naturaleza,Neutro,"A nice section of street with lots of shops, although most were closed when we visited.

A pretty section of the street with lots of shops, although most were closed when we visited.",2024-08-20
317,It's worth the time to pass,Precio,Positivo,"A nice square with a clock tower. Very well done. It's worth the time to pass, although there's probably no need to stop.

A pretty plaza with a clock tower. Very nicely done. Worth the time to pass through, although there's probably no need to stop.",2024-08-22
317,Although there's probably no need to stop,Seguridad,Neutro,"A nice square with a clock tower. Very well done. It's worth the time to pass, although there's probably no need to stop.

A pretty plaza with a clock tower. Very nicely done. Worth the time to pass through, although there's probably no need to stop.",2024-08-22
317,Worth the time to pass through,Precio,Positivo,"A nice square with a clock tower. Very well done. It's worth the time to pass, although there's probably no need to stop.

A pretty plaza with a clock tower. Very nicely done. Worth the time to pass through, although there's probably no need to stop.",2024-08-22
319,A beauty of a park,Naturaleza,Neutro,A beauty of a park.,2018-02-22
320,A beauty of a park,Naturaleza,Neutro,A beauty of a park,2022-08-06
321,A beauty of place,Infraestructura,Neutro,A beauty of place,2019-09-15
323,An attraction of the city of loja,Ubicación,Neutro,"An attraction of the city of Loja, which must be visited when you are in this beautiful city in the south of Ecuador",2022-12-15
323,Which must be visited when you are in this beautiful city in the south of ecuador,Ubicación,Positivo,"An attraction of the city of Loja, which must be visited when you are in this beautiful city in the south of Ecuador",2022-12-15
324,An architecture that highlights the city that you must visit to live a beautiful experience,Infraestructura,Positivo,An architecture that highlights the city that you must visit to live a beautiful experience.,2023-04-20
325,A large green area,Naturaleza,Neutro,A large green area. It usually has craft fairs but when night comes the atmosphere in its surroundings tends to become a little dangerous.,2020-11-25
325,It usually has craft fairs but when night comes the atmosphere in its surroundings tends to become a little dangerous,Seguridad,Negativo,A large green area. It usually has craft fairs but when night comes the atmosphere in its surroundings tends to become a little dangerous.,2020-11-25
326,A great work for our city and our cultural events,Gastronomía,Positivo,A great work for our city and our cultural events,2022-06-15
327,A nice and cozy place,Infraestructura,Positivo,"A nice and cozy place, surrounded or close to all businesses or service providers",2020-05-31
327,Surrounded or close to all businesses or service providers,Atención,Neutro,"A nice and cozy place, surrounded or close to all businesses or service providers",2020-05-31
328,A great place to clear your mind and relax,Gastronomía,Positivo,A great place to clear your mind and relax,2021-02-21
330,A small but accessible terminal to buy tickets and travel to any part of the country,Transporte,Neutro,A small but accessible terminal to buy tickets and travel to any part of the country.,2023-05-29
335,A unique theater,Gastronomía,Neutro,A unique theater,2020-02-05
336,A very elegant and pleasant theater,Gastronomía,Neutro,"A very elegant and pleasant theater, meeting the expectations of a very well-equipped theater.",2020-12-19
336,Meeting the expectations of a very well-equipped theater,Gastronomía,Positivo,"A very elegant and pleasant theater, meeting the expectations of a very well-equipped theater.",2020-12-19
337,A very beautiful and controversial theater because many suppliers were not paid,Gastronomía,Neutro,A very beautiful and controversial theater because many suppliers were not paid.,2022-09-28
338,A very beautiful and elegant theater for masterful symphonic works,Gastronomía,Positivo,A very beautiful and elegant Theater for masterful symphonic works,2022-10-23
339,Comfortable theater with great acoustics,Gastronomía,Positivo,"A modern, functional, comfortable theater with great acoustics, excellent programming.",2022-11-19
340,A modern theater,Gastronomía,Neutro,"A modern Theater, with different rooms and spaces for cultural development and in the main room, all the comforts for the spectator and the artist. Definitely a place to visit",2022-04-18
340,With different rooms and spaces for cultural development and in the main room,Infraestructura,Neutro,"A modern Theater, with different rooms and spaces for cultural development and in the main room, all the comforts for the spectator and the artist. Definitely a place to visit",2022-04-18
340,Definitely a place to visit,Infraestructura,Neutro,"A modern Theater, with different rooms and spaces for cultural development and in the main room, all the comforts for the spectator and the artist. Definitely a place to visit",2022-04-18
341,A modern theater with all the comforts required,Gastronomía,Neutro,A modern theater with all the comforts required,2020-01-31
342,A wonderful theater,Gastronomía,Neutro,A wonderful theater,2022-06-30
343,An incredible theater where the events stand out and the experience is unique,Gastronomía,Neutro,An incredible theater where the events stand out and the experience is unique. Very beautiful like the largest in the world.,2023-11-28
344,Great theater,Gastronomía,Positivo,"Great theater, amazing events take place",2019-06-24
344,Amazing events take place,Infraestructura,Positivo,"Great theater, amazing events take place",2019-06-24
345,Wonderful theater,Gastronomía,Neutro,"A first class, wonderful theater",2022-01-02
346,A theater at the height of what loja is culturally,Gastronomía,Neutro,A Theater at the height of what Loja is culturally,2023-02-04
347,A theater at the height of the musical city of ecuador: loja,Gastronomía,Neutro,A theater at the height of the musical city of Ecuador: Loja.,2019-12-22
348,A 10/10 theater,Gastronomía,Neutro,A 10/10 theater.,2020-01-23
350,A sunny day in the central park of loja,Naturaleza,Neutro,A sunny day in the central park of Loja,2024-04-19
351,A very nice place for tourists,Infraestructura,Positivo,A very nice place for tourists,2018-02-16
352,A green site located in a strategic location that offers several viewpoints,Naturaleza,Neutro,"A green site located in a strategic location that offers several viewpoints, sites for various activities such as a skate park, a stryders track, bike cross for children, exercise machines, synthetic soccer fields, a trekking or trail path and Mountain Bike.",2022-03-06
352,Sites for various activities such as a skate park,Naturaleza,Neutro,"A green site located in a strategic location that offers several viewpoints, sites for various activities such as a skate park, a stryders track, bike cross for children, exercise machines, synthetic soccer fields, a trekking or trail path and Mountain Bike.",2022-03-06
352,A trekking or trail path and mountain bike,Naturaleza,Neutro,"A green site located in a strategic location that offers several viewpoints, sites for various activities such as a skate park, a stryders track, bike cross for children, exercise machines, synthetic soccer fields, a trekking or trail path and Mountain Bike.",2022-03-06
353,A quiet place to enjoy a good read and coffee ☕,Gastronomía,Positivo,A quiet place to enjoy a good read and coffee ☕,2021-09-02
354,A super quiet place to relax,Infraestructura,Neutro,"A super quiet place to relax, meet and talk.",2023-03-26
355,A very attractive recreational site ideal for sharing with family,Gastronomía,Neutro,"A very attractive recreational site ideal for sharing with family, friends or also suitable for exercising alone.",2022-05-21
356,A place to pray,Infraestructura,Neutro,A place to pray,2019-11-20
357,A place to visit with the family,Infraestructura,Neutro,"A place to visit with the family, a symbolic tour of great monuments of the. World and wide areas of recreation",2019-09-02
357,A symbolic tour of great monuments of the,Gastronomía,Positivo,"A place to visit with the family, a symbolic tour of great monuments of the. World and wide areas of recreation",2019-09-02
357,World and wide areas of recreation,Gastronomía,Neutro,"A place to visit with the family, a symbolic tour of great monuments of the. World and wide areas of recreation",2019-09-02
358,A very nice place,Infraestructura,Positivo,A very nice place...But be careful with the pigeons in the trees!!!,2019-02-22
358,Be careful with the pigeons in the trees,Naturaleza,Neutro,A very nice place...But be careful with the pigeons in the trees!!!,2019-02-22
359,A very beautiful place,Infraestructura,Positivo,"A very beautiful place, very nice Loja",2024-05-19
360,A very beautiful comfortable and cozy place,Infraestructura,Positivo,A very beautiful comfortable and cozy place,2024-06-04
361,A very spiritual place with a lot of history behind its construction,Infraestructura,Neutro,A very spiritual place with a lot of history behind its construction!!!,2018-04-17
362,A very special place at the top of the el pedestal sector here in our beloved city of loja,Infraestructura,Positivo,A very special place at the top of the El Pedestal sector here in our beloved city of Loja.!!. Recommended for taking panoramic shots..!,2021-06-17
363,A very nice picturesque place,Infraestructura,Positivo,"A very nice picturesque place, clean and above all very safe.",2021-06-18
363,Clean and above all very safe,Seguridad,Positivo,"A very nice picturesque place, clean and above all very safe.",2021-06-18
364,A very nice place but it needs more games and seats,Gastronomía,Positivo,A very nice place but it needs more games and seats,2023-12-08
365,A very nice place with its colonial structure,Infraestructura,Positivo,"A very nice place with its colonial structure, there is a cafeteria and you can enjoy a good view of the city",2023-09-03
365,There is a cafeteria and you can enjoy a good view of the city,Gastronomía,Positivo,"A very nice place with its colonial structure, there is a cafeteria and you can enjoy a good view of the city",2023-09-03
366,A very nice place,Infraestructura,Positivo,"A very nice place, more organization would be good when the public enters a work.",2018-06-18
367,A very nice place,Infraestructura,Positivo,A very nice place,2021-11-20
368,A very cozy and de-stressing place,Infraestructura,Neutro,"A very cozy and de-stressing place, contact with nature is really relaxing",2021-02-12
368,Contact with nature is really relaxing,Naturaleza,Neutro,"A very cozy and de-stressing place, contact with nature is really relaxing",2021-02-12
369,Quiet place to have a good time,Infraestructura,Positivo,"A very relaxing, quiet place to have a good time, excellent view",2023-12-13
369,Excellent view,Naturaleza,Positivo,"A very relaxing, quiet place to have a good time, excellent view",2023-12-13
370,A historical site that combines the past and present of the city,Ubicación,Neutro,A historical site that combines the past and present of the city,2019-04-23
371,A family place with several spaces to play and relax with your family,Infraestructura,Neutro,"A family place with several spaces to play and relax with your family, it is a safe place, easy to access and to occupy an entire weekend afternoon.",2023-09-21
371,A safe place,Seguridad,Positivo,"A family place with several spaces to play and relax with your family, it is a safe place, easy to access and to occupy an entire weekend afternoon.",2023-09-21
371,Easy to access and to occupy an entire weekend afternoon,Transporte,Neutro,"A family place with several spaces to play and relax with your family, it is a safe place, easy to access and to occupy an entire weekend afternoon.",2023-09-21
372,An exuberant place,Infraestructura,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside.",2018-08-08
372,Where you can feel a special connection with nature,Precio,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside.",2018-08-08
372,Large peaks overlooking the city of loja and all the flora and fauna that hides inside,Ubicación,Neutro,"An exuberant place, where you can feel a special connection with nature, large peaks overlooking the city of Loja and all the flora and fauna that hides inside.",2018-08-08
375,A fairly traditional corner of loja,Naturaleza,Neutro,"A fairly traditional corner of Loja, but right now it is terribly cold.",2018-12-27
376,A corner where you can admire the typical colonial architecture of ciudad de loja,Ubicación,Neutro,A corner where you can admire the typical colonial architecture of Ciudad de Loja,2024-04-06
377,A restaurant is needed,Gastronomía,Neutro,A restaurant is needed,2023-06-22
378,A remnant of nature very close to the city,Naturaleza,Neutro,A remnant of nature very close to the city,2016-11-27
380,A point that every tourist has to visit is where the freedom tower is located since loja's first cry for independence was given there,Precio,Positivo,A point that every tourist has to visit is where the Freedom Tower is located since Loja's first cry for independence was given there.,2016-12-16
381,A very colorful spot in the city of loja,Infraestructura,Neutro,"A very colorful spot in the city of Loja, if you like photography this is the place you have to go",2022-03-02
381,If you like photography this is the place you have to go,Infraestructura,Neutro,"A very colorful spot in the city of Loja, if you like photography this is the place you have to go",2022-03-02
382,A beautiful place,Infraestructura,Positivo,A beautiful place,2021-01-05
383,Animals,Naturaleza,Neutro,A very extensive reason. Animals.Lakes.,2023-04-13
384,A little dirty,Infraestructura,Negativo,a little dirty,2018-01-15
385,A little dangerous,Seguridad,Negativo,A little dangerous. Pickpockets,2022-06-30
386,A little dangerous due to the crime of people who lurk around the place,Seguridad,Negativo,A little dangerous due to the crime of people who lurk around the place.,2021-04-23
387,A little dangerous but super nice,Seguridad,Negativo,A little dangerous but super nice,2020-12-20
388,A little more arrangement of the park,Naturaleza,Neutro,A little more arrangement of the park,2019-09-18
389,A little unsafe at night,Seguridad,Neutro,A little unsafe at night,2021-04-01
392,A little careless,Transporte,Neutro,A little careless. But nice monument,2018-01-24
396,A little boring 3l park,Naturaleza,Neutro,A little boring 3l park,2023-06-27
398,A small park with a monument to simón bolívar,Naturaleza,Neutro,"A small park with a monument to Simón Bolívar, sales of crafts or typical foods are almost always carried out in small tents, all very organized and clean, like the vast majority of Loja.",2021-06-28
398,Sales of crafts or typical foods are almost always carried out in small tents,Gastronomía,Neutro,"A small park with a monument to Simón Bolívar, sales of crafts or typical foods are almost always carried out in small tents, all very organized and clean, like the vast majority of Loja.",2021-06-28
398,All very organized and clean,Infraestructura,Positivo,"A small park with a monument to Simón Bolívar, sales of crafts or typical foods are almost always carried out in small tents, all very organized and clean, like the vast majority of Loja.",2021-06-28
401,Cafes,Gastronomía,Neutro,"A night walk through this square is mandatory, cafes, restaurants and more are usually found",2017-11-21
401,Restaurants and more are usually found,Gastronomía,Neutro,"A night walk through this square is mandatory, cafes, restaurants and more are usually found",2017-11-21
402,A nice and quiet walk to go around the city,Ubicación,Positivo,A nice and quiet walk to go around the city.,2020-01-21
403,A safe,Seguridad,Positivo,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
403,Clean and pleasant urban park,Infraestructura,Positivo,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
403,With miniature buildings that recreate iconic architecture from around the world,Gastronomía,Neutro,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
403,Flamingos and other birds,Naturaleza,Neutro,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
403,Beautiful paths and gardens,Naturaleza,Positivo,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
403,Areas with trees and exercise machines,Naturaleza,Neutro,"A safe, clean and pleasant urban park, with miniature buildings that recreate iconic architecture from around the world. There is a lagoon with ducks, flamingos and other birds, beautiful paths and gardens, areas with trees and exercise machines. Ideal for walking and taking photos.",2022-12-11
404,A unique and beautiful park,Naturaleza,Positivo,"A unique and beautiful park. There are many animals, games and a lagoon with boats.",2022-11-12
404,There are many animals,Naturaleza,Neutro,"A unique and beautiful park. There are many animals, games and a lagoon with boats.",2022-11-12
404,Games and a lagoon with boats,Infraestructura,Neutro,"A unique and beautiful park. There are many animals, games and a lagoon with boats.",2022-11-12
405,A quiet park,Naturaleza,Neutro,"A quiet park, from there the tourist buses leave to get to know Loja.",2023-05-09
405,From there the tourist buses leave to get to know loja,Transporte,Neutro,"A quiet park, from there the tourist buses leave to get to know Loja.",2023-05-09
406,A traditional park in loja,Naturaleza,Neutro,A traditional park in Loja,2016-09-02
407,A very clean theme park,Infraestructura,Positivo,"A very clean theme park, ideal for family or couples outings.
You can also enjoy the fresh air and play various sports, it has a soccer field, indor, basketball, tennis among other attractions.",2021-07-21
407,You can also enjoy the fresh air and play various sports,Infraestructura,Positivo,"A very clean theme park, ideal for family or couples outings.
You can also enjoy the fresh air and play various sports, it has a soccer field, indor, basketball, tennis among other attractions.",2021-07-21
408,A public theme park,Naturaleza,Neutro,"A public theme park, very well maintained. You can see architectural constructions from different cultures, and they have also been adapted as games for children. a place to enjoy with the family.",2020-02-21
408,You can see architectural constructions from different cultures,Naturaleza,Neutro,"A public theme park, very well maintained. You can see architectural constructions from different cultures, and they have also been adapted as games for children. a place to enjoy with the family.",2020-02-21
408,They have also been adapted as games for children,Infraestructura,Neutro,"A public theme park, very well maintained. You can see architectural constructions from different cultures, and they have also been adapted as games for children. a place to enjoy with the family.",2020-02-21
408,A place to enjoy with the family,Infraestructura,Positivo,"A public theme park, very well maintained. You can see architectural constructions from different cultures, and they have also been adapted as games for children. a place to enjoy with the family.",2020-02-21
409,A very popular theme park,Naturaleza,Neutro,"A very popular theme park, it has everything, lagoon, courts, buildings, historical monuments, green spaces. I liked the lagoon and its ducks. It is very photographic, we made a brutal video with the Drone. IG: edwinelgrafo",2019-08-13
409,Buildings,Infraestructura,Neutro,"A very popular theme park, it has everything, lagoon, courts, buildings, historical monuments, green spaces. I liked the lagoon and its ducks. It is very photographic, we made a brutal video with the Drone. IG: edwinelgrafo",2019-08-13
409,Green spaces,Naturaleza,Neutro,"A very popular theme park, it has everything, lagoon, courts, buildings, historical monuments, green spaces. I liked the lagoon and its ducks. It is very photographic, we made a brutal video with the Drone. IG: edwinelgrafo",2019-08-13
410,A very nice theme park,Naturaleza,Positivo,"A very nice theme park, where you can share with the family",2019-09-09
411,A theme park with lots of nature and peace to enjoy a day with your family,Naturaleza,Positivo,A theme park with lots of nature and peace to enjoy a day with your family.,2019-11-23
412,A super beautiful park,Naturaleza,Positivo,"A super beautiful park, a large lagoon with colorful fish, swans, and very cute ducks.",2022-02-10
413,A unique park where various cultures from around the world meet,Naturaleza,Neutro,"A unique park where various cultures from around the world meet, Wonderful!",2019-08-17
414,A park without a doubt with a large area where the vegetation,Naturaleza,Neutro,"A park without a doubt with a large area where the vegetation, trees and its lagoon that attracts birds and ducks are preserved. It is also very colorful since it has castle buildings and representations of several countries, an excellent place to spend the day with the family.
Highly recommended visit",2021-12-01
414,Trees and its lagoon that attracts birds and ducks are preserved,Naturaleza,Neutro,"A park without a doubt with a large area where the vegetation, trees and its lagoon that attracts birds and ducks are preserved. It is also very colorful since it has castle buildings and representations of several countries, an excellent place to spend the day with the family.
Highly recommended visit",2021-12-01
414,Also very colorful since it has castle buildings and representations of several countries,Infraestructura,Neutro,"A park without a doubt with a large area where the vegetation, trees and its lagoon that attracts birds and ducks are preserved. It is also very colorful since it has castle buildings and representations of several countries, an excellent place to spend the day with the family.
Highly recommended visit",2021-12-01
414,An excellent place to spend the day with the family,Infraestructura,Positivo,"A park without a doubt with a large area where the vegetation, trees and its lagoon that attracts birds and ducks are preserved. It is also very colorful since it has castle buildings and representations of several countries, an excellent place to spend the day with the family.
Highly recommended visit",2021-12-01
415,A park surrounded by shops,Naturaleza,Neutro,"A park surrounded by shops, the bad thing is that it is a yellow zone for parking, in my opinion it should be blue.",2020-12-13
415,The bad thing is that it is a yellow zone for parking,Naturaleza,Negativo,"A park surrounded by shops, the bad thing is that it is a yellow zone for parking, in my opinion it should be blue.",2020-12-13
416,A regenerated park and very diverse activity with security,Seguridad,Neutro,"A regenerated park and very diverse activity with security, gastronomy around varied well",2023-09-30
417,An outstanding recreational park,Gastronomía,Neutro,"An outstanding recreational park, tourists who come to Loja, the first thing they want to know is the Jipiro recreational park. It has sports fields for all disciplines including a swimming pool with tempered water, a highly sought-after lagoon with canoes for those who want to sail. ..there are birds like swans and ducks..",2021-02-20
417,Tourists who come to loja,Ubicación,Neutro,"An outstanding recreational park, tourists who come to Loja, the first thing they want to know is the Jipiro recreational park. It has sports fields for all disciplines including a swimming pool with tempered water, a highly sought-after lagoon with canoes for those who want to sail. ..there are birds like swans and ducks..",2021-02-20
417,The first thing they want to know is the jipiro recreational park,Gastronomía,Neutro,"An outstanding recreational park, tourists who come to Loja, the first thing they want to know is the Jipiro recreational park. It has sports fields for all disciplines including a swimming pool with tempered water, a highly sought-after lagoon with canoes for those who want to sail. ..there are birds like swans and ducks..",2021-02-20
417,It has sports fields for all disciplines including a swimming pool with tempered water,Infraestructura,Neutro,"An outstanding recreational park, tourists who come to Loja, the first thing they want to know is the Jipiro recreational park. It has sports fields for all disciplines including a swimming pool with tempered water, a highly sought-after lagoon with canoes for those who want to sail. ..there are birds like swans and ducks..",2021-02-20
417,There are birds like swans and ducks,Naturaleza,Neutro,"An outstanding recreational park, tourists who come to Loja, the first thing they want to know is the Jipiro recreational park. It has sports fields for all disciplines including a swimming pool with tempered water, a highly sought-after lagoon with canoes for those who want to sail. ..there are birds like swans and ducks..",2021-02-20
418,A really nice park to spend alone or with friends,Naturaleza,Positivo,A really nice park to spend alone or with friends!,2019-12-24
419,A truly spectacular park,Naturaleza,Neutro,"A truly spectacular park, it has many species of wild plants and even local crops, a perfect place to spend the day.",2019-10-19
419,A perfect place to spend the day,Infraestructura,Positivo,"A truly spectacular park, it has many species of wild plants and even local crops, a perfect place to spend the day.",2019-10-19
420,A park that commemorates the creation of the great colombia and the liberation from the spanish yoke by simon bolívar,Gastronomía,Positivo,A park that commemorates the creation of the great Colombia and the liberation from the Spanish yoke by Simon Bolívar,2021-08-07
421,A park that brings together a large number of people,Atención,Neutro,"A park that brings together a large number of people, especially students who use the public transportation system, has a good number of trees that provide shade, but is small for the number of visitors.",2022-10-11
421,Especially students who use the public transportation system,Transporte,Neutro,"A park that brings together a large number of people, especially students who use the public transportation system, has a good number of trees that provide shade, but is small for the number of visitors.",2022-10-11
421,Has a good number of trees that provide shade,Naturaleza,Positivo,"A park that brings together a large number of people, especially students who use the public transportation system, has a good number of trees that provide shade, but is small for the number of visitors.",2022-10-11
422,A park that has improved,Naturaleza,Neutro,A park that has improved,2020-12-27
423,Emblematic and commercial park in loja,Naturaleza,Neutro,"A popular, emblematic and commercial park in Loja.",2019-12-18
